,children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,family_status_factorize,total_income_categorical,total_income_categorical_factorize,purpose_factorize,dob_years_categorical,days_employed_categorical
15275,0,31.62541632492917,61,начальное,3,вдовец / вдова,2,M,пенсионер,0,90479.33638929258,жильё,2,0-25%,3,0,75-100%,75-100%
15276,0,0.04663991391314839,49,среднее,1,в разводе,3,F,сотрудник,0,138027.45665680803,жильё,3,25-50%,1,0,50-75%,0-25%
15277,0,0.19741814104750582,45,среднее,1,женат / замужем,0,M,компаньон,0,174976.5592438427,жильё,0,50-75%,2,0,50-75%,25-50%
15278,0,0.25035018861606506,54,среднее,1,женат / замужем,0,F,сотрудник,0,55084.77962176932,автомобиль,0,0-25%,3,1,75-100%,50-75%
15279,0,0.15783926598800935,35,среднее,1,женат / замужем,0,F,сотрудник,0,169754.3910300767,автомобиль,0,50-75%,2,1,25-50%,25-50%
15280,0,0.11517021543347884,38,среднее,1,женат / замужем,0,M,госслужащий,1,204032.3719100514,жильё,0,75-100%,0,0,25-50%,25-50%
15281,0,0.25351396947534144,35,среднее,1,Не женат / не замужем,4,F,сотрудник,0,67720.13014250189,жильё,4,0-25%,3,0,25-50%,50-75%
15283,2,0.2837699740312612,35,среднее,1,женат / замужем,0,F,компаньон,0,111882.83634078564,жильё,0,25-50%,1,0,25-50%,50-75%
15284,0,0.4301077899764501,47,среднее,1,женат / замужем,0,F,компаньон,0,194892.1594596648,жильё,0,50-75%,2,0,50-75%,50-75%
15285,0,36.65491870213776,59,среднее,1,женат / замужем,0,F,пенсионер,0,261597.85196048065,жильё,0,75-100%,0,0,75-100%,75-100%
15286,0,0.27914114610632007,51,среднее,1,женат / замужем,0,M,госслужащий,0,278830.09440074593,автомобиль,0,75-100%,0,1,50-75%,50-75%
15287,1,0.22621470337160454,29,высшее,0,женат / замужем,0,F,сотрудник,0,325714.9836528856,жильё,0,75-100%,0,0,0-25%,50-75%
15288,2,0.19365758050027423,28,среднее,1,женат / замужем,0,F,сотрудник,0,72390.45903002439,автомобиль,0,0-25%,3,1,0-25%,25-50%
15289,0,0.2683785795246746,32,среднее,1,женат / замужем,0,F,госслужащий,0,83378.25331517441,жильё,0,0-25%,3,0,0-25%,50-75%
15291,0,0.09164544333063292,25,начальное,3,Не женат / не замужем,4,M,сотрудник,0,232630.54635983225,автомобиль,4,75-100%,0,1,0-25%,25-50%
15292,0,30.355290265560495,52,среднее,1,женат / замужем,0,F,пенсионер,0,85897.34103587027,жильё,0,0-25%,3,0,50-75%,75-100%
15293,0,0.07664566777747715,57,высшее,0,Не женат / не замужем,4,M,компаньон,1,297959.8621897831,жильё,4,75-100%,0,0,75-100%,0-25%
15294,0,35.0267128285014,59,высшее,0,Не женат / не замужем,4,F,пенсионер,0,41932.19395467835,образование,4,0-25%,3,2,75-100%,75-100%
15295,0,0.11375874374034071,21,среднее,1,Не женат / не замужем,4,F,сотрудник,0,49082.25954790333,автомобиль,4,0-25%,3,1,0-25%,25-50%
15296,0,0.11527432537529277,66,высшее,0,Не женат / не замужем,4,F,компаньон,0,149172.68559326752,жильё,4,50-75%,2,0,75-100%,25-50%
15297,1,0.1972563476887377,33,неоконченное высшее,2,женат / замужем,0,M,сотрудник,0,286874.16369949403,образование,0,75-100%,0,2,25-50%,25-50%
15298,0,0.3546728734165356,36,среднее,1,женат / замужем,0,F,сотрудник,1,114404.3581708108,образование,0,25-50%,1,2,25-50%,50-75%
15299,1,0.09683610153981413,32,среднее,1,женат / замужем,0,F,компаньон,0,86986.03561053789,автомобиль,0,0-25%,3,1,0-25%,25-50%
15300,0,0.11298888824417215,29,среднее,1,гражданский брак,1,F,компаньон,0,170140.7580212306,свадьба,1,50-75%,2,3,0-25%,25-50%
15301,2,0.26788566100572303,47,высшее,0,женат / замужем,0,F,компаньон,0,183990.1468941997,автомобиль,0,50-75%,2,1,50-75%,50-75%
15302,0,0.05287212006728172,48,среднее,1,женат / замужем,0,F,сотрудник,0,105339.98918096564,образование,0,25-50%,1,2,50-75%,0-25%
15304,0,0.06875710311277243,43,среднее,1,Не женат / не замужем,4,F,сотрудник,0,278414.8785810308,образование,4,75-100%,0,2,50-75%,0-25%
15305,0,0.019329800372842886,26,среднее,1,Не женат / не замужем,4,M,сотрудник,0,187855.29114035,жильё,4,50-75%,2,0,0-25%,0-25%
15306,1,0.1191459313051781,47,высшее,0,женат / замужем,0,M,сотрудник,0,327295.1963746553,жильё,0,75-100%,0,0,50-75%,25-50%
15307,1,0.8575716054182744,46,среднее,1,Не женат / не замужем,4,F,сотрудник,0,102274.73184590926,жильё,4,0-25%,3,0,50-75%,75-100%
15308,1,0.10505415944294123,53,среднее,1,женат / замужем,0,F,компаньон,0,225790.3949259201,жильё,0,75-100%,0,0,75-100%,25-50%
15309,0,0.5048234203490639,41,высшее,0,женат / замужем,0,F,госслужащий,0,87953.29606243089,жильё,0,0-25%,3,0,25-50%,50-75%
15310,1,0.6037595169035175,51,среднее,1,женат / замужем,0,F,сотрудник,0,92353.64355138008,образование,0,0-25%,3,2,50-75%,75-100%
15311,0,0.21249938701344137,39,среднее,1,Не женат / не замужем,4,M,сотрудник,0,122926.57915088392,автомобиль,4,25-50%,1,1,25-50%,50-75%
15312,1,0.08230069313527877,48,высшее,0,женат / замужем,0,M,сотрудник,0,364693.1696974775,образование,0,75-100%,0,2,50-75%,0-25%
15313,2,0.012209205599213306,56,среднее,1,женат / замужем,0,F,компаньон,0,299339.6246577745,образование,0,75-100%,0,2,75-100%,0-25%
15314,0,0.6993434047798095,39,среднее,1,гражданский брак,1,M,госслужащий,0,117425.80996883885,свадьба,1,25-50%,1,3,25-50%,75-100%
15315,0,0.46397879969128547,35,высшее,0,женат / замужем,0,M,сотрудник,0,103215.97006586014,образование,0,25-50%,1,2,25-50%,50-75%
15316,2,0.17552155716765483,28,среднее,1,женат / замужем,0,F,компаньон,0,76828.06660406603,образование,0,0-25%,3,2,0-25%,25-50%
15317,0,0.24921851011571494,31,высшее,0,Не женат / не замужем,4,F,сотрудник,0,72543.22284300617,жильё,4,0-25%,3,0,0-25%,50-75%
15318,2,0.2813690571049214,36,среднее,1,гражданский брак,1,M,сотрудник,0,157311.25210309835,свадьба,1,50-75%,2,3,25-50%,50-75%
15319,0,0.07424504403685972,29,среднее,1,женат / замужем,0,M,сотрудник,0,114633.22697896154,автомобиль,0,25-50%,1,1,0-25%,0-25%
15320,1,0.0931973697473071,27,высшее,0,женат / замужем,0,M,компаньон,0,177868.14362893946,автомобиль,0,50-75%,2,1,0-25%,25-50%
15321,0,0.15396591025481549,41,среднее,1,женат / замужем,0,M,компаньон,0,373548.9096310648,автомобиль,0,75-100%,0,1,25-50%,25-50%
15323,2,0.28603720973323166,35,среднее,1,женат / замужем,0,M,сотрудник,0,154866.94723010113,жильё,0,50-75%,2,0,25-50%,50-75%
15324,1,0.04818486951041535,36,среднее,1,женат / замужем,0,F,сотрудник,0,111597.18852470513,жильё,0,25-50%,1,0,25-50%,0-25%
15325,2,0.1338482195098255,51,среднее,1,женат / замужем,0,M,госслужащий,0,150684.41292486867,жильё,0,50-75%,2,0,50-75%,25-50%
15326,0,0.09252704706253914,34,среднее,1,женат / замужем,0,M,сотрудник,0,129125.8960687324,автомобиль,0,25-50%,1,1,25-50%,25-50%
15328,1,0.032004320718213346,58,среднее,1,в разводе,3,F,сотрудник,0,103943.05367273033,образование,3,25-50%,1,2,75-100%,0-25%
15329,0,0.04080534772362101,36,среднее,1,женат / замужем,0,F,сотрудник,0,157303.9415852769,жильё,0,50-75%,2,0,25-50%,0-25%
15330,0,0.1778778046124673,34,среднее,1,гражданский брак,1,M,сотрудник,0,178268.9071258097,жильё,1,50-75%,2,0,25-50%,25-50%
15331,0,0.05967723963571422,41,среднее,1,женат / замужем,0,F,сотрудник,0,70593.68624177377,автомобиль,0,0-25%,3,1,25-50%,0-25%
15332,1,0.2082854308326917,35,среднее,1,гражданский брак,1,F,компаньон,0,144070.95996001008,образование,1,25-50%,1,2,25-50%,50-75%
15333,1,0.255552436069877,37,высшее,0,женат / замужем,0,F,компаньон,0,505739.3233161443,автомобиль,0,75-100%,0,1,25-50%,50-75%
15334,0,0.30085173986779606,62,начальное,3,женат / замужем,0,M,сотрудник,1,163676.51363779206,автомобиль,0,50-75%,2,1,75-100%,50-75%
15335,2,0.7335623336930922,48,среднее,1,гражданский брак,1,M,сотрудник,0,263234.746538782,свадьба,1,75-100%,0,3,50-75%,75-100%
15336,0,35.87665455486588,63,среднее,1,женат / замужем,0,F,пенсионер,0,77153.11047041751,образование,0,0-25%,3,2,75-100%,75-100%
15337,0,0.30574858256712223,52,высшее,0,женат / замужем,0,F,компаньон,1,152540.83586529162,образование,0,50-75%,2,2,50-75%,50-75%
15338,0,0.09739639372574424,47,среднее,1,Не женат / не замужем,4,F,сотрудник,1,89474.12112294298,жильё,4,0-25%,3,0,50-75%,25-50%
15339,0,0.19392979818179407,49,среднее,1,женат / замужем,0,F,сотрудник,0,107310.69409038876,жильё,0,25-50%,1,0,50-75%,25-50%
15340,0,0.3253013887211507,27,среднее,1,женат / замужем,0,M,госслужащий,0,226409.3945652716,автомобиль,0,75-100%,0,1,0-25%,50-75%
15341,1,0.0854440253872891,50,среднее,1,женат / замужем,0,F,компаньон,1,74906.21149875807,жильё,0,0-25%,3,0,50-75%,25-50%
15342,2,0.27419755291233794,42,высшее,0,Не женат / не замужем,4,F,сотрудник,0,127386.04415320724,жильё,4,25-50%,1,0,50-75%,50-75%
15343,0,0.1879451535612437,41,среднее,1,женат / замужем,0,F,сотрудник,0,395941.7578775131,автомобиль,0,75-100%,0,1,25-50%,25-50%
15344,1,31.033680688966964,49,среднее,1,в разводе,3,F,пенсионер,0,206095.72944883583,жильё,3,75-100%,0,0,50-75%,75-100%
15345,0,0.07628897529967259,35,среднее,1,женат / замужем,0,M,сотрудник,0,151203.42315971394,образование,0,50-75%,2,2,25-50%,0-25%
15346,0,34.20074875082718,58,среднее,1,женат / замужем,0,F,пенсионер,0,73478.27020610405,жильё,0,0-25%,3,0,75-100%,75-100%
15347,1,36.25331964832016,69,среднее,1,в разводе,3,F,пенсионер,0,103646.61643508,жильё,3,25-50%,1,0,75-100%,75-100%
15348,0,0.010960795014128324,30,неоконченное высшее,2,гражданский брак,1,F,компаньон,0,191538.35057693985,образование,1,50-75%,2,2,0-25%,0-25%
15349,0,0.5081256069439348,34,высшее,0,гражданский брак,1,M,сотрудник,0,240726.00454850163,жильё,1,75-100%,0,0,25-50%,75-100%
15350,0,0.1290403336881106,27,высшее,0,Не женат / не замужем,4,F,сотрудник,0,311221.2660858385,образование,4,75-100%,0,2,0-25%,25-50%
15351,1,0.20791778950767437,27,высшее,0,женат / замужем,0,M,компаньон,0,105798.73880821747,жильё,0,25-50%,1,0,0-25%,50-75%
15352,0,0.20690342041931997,54,высшее,0,женат / замужем,0,F,компаньон,0,178721.9288817205,жильё,0,50-75%,2,0,75-100%,50-75%
15353,0,31.6041461550956,50,среднее,1,женат / замужем,0,F,пенсионер,0,90508.3477944856,образование,0,0-25%,3,2,50-75%,75-100%
15356,0,0.1435855742777024,26,высшее,0,женат / замужем,0,F,сотрудник,0,210189.8644346332,жильё,0,75-100%,0,0,0-25%,25-50%
15357,0,0.11664604999014776,35,среднее,1,Не женат / не замужем,4,M,сотрудник,0,109690.38204923036,жильё,4,25-50%,1,0,25-50%,25-50%
15358,1,0.06054798833178997,40,неоконченное высшее,2,гражданский брак,1,F,компаньон,0,113309.07209239429,жильё,1,25-50%,1,0,25-50%,0-25%
15359,1,0.17843578150503572,37,среднее,1,женат / замужем,0,M,компаньон,0,364940.184757312,автомобиль,0,75-100%,0,1,25-50%,25-50%
15360,2,0.23538351174609504,31,среднее,1,женат / замужем,0,M,сотрудник,0,126625.58770323734,жильё,0,25-50%,1,0,0-25%,50-75%
15362,2,0.1665791129508677,49,среднее,1,женат / замужем,0,M,сотрудник,1,165333.04021702692,жильё,0,50-75%,2,0,50-75%,25-50%
15363,0,0.09124919696811264,58,среднее,1,женат / замужем,0,M,сотрудник,0,126596.83380099449,жильё,0,25-50%,1,0,75-100%,25-50%
15364,0,32.786448401510825,63,среднее,1,женат / замужем,0,M,пенсионер,0,60822.0445532717,жильё,0,0-25%,3,0,75-100%,75-100%
15365,0,30.2750133689184,53,среднее,1,женат / замужем,0,F,пенсионер,0,50097.84093780773,образование,0,0-25%,3,2,75-100%,75-100%
15366,1,0.5271017384405408,36,среднее,1,гражданский брак,1,F,сотрудник,0,79273.23776534232,свадьба,1,0-25%,3,3,25-50%,75-100%
15367,0,36.25156967408312,59,высшее,0,женат / замужем,0,F,пенсионер,0,224977.41984161915,жильё,0,75-100%,0,0,75-100%,75-100%
15368,2,0.02219250660487486,40,среднее,1,женат / замужем,0,M,компаньон,0,115102.5094180952,жильё,0,25-50%,1,0,25-50%,0-25%
15369,1,0.011871138295801295,40,неоконченное высшее,2,женат / замужем,0,M,сотрудник,0,144149.33245778573,жильё,0,25-50%,1,0,25-50%,0-25%
15371,1,0.045661691926178284,25,высшее,0,женат / замужем,0,M,сотрудник,0,177855.70641621816,автомобиль,0,50-75%,2,1,0-25%,0-25%
15372,0,36.41418412049924,47,среднее,1,гражданский брак,1,F,пенсионер,0,198649.3810436466,жильё,1,50-75%,2,0,50-75%,75-100%
